,judge,charge_orc,counts,prior_cases,bond_amt,bond_type,race,year
10033,MASON_L,2925.11(A),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2010
10037,SUSTER_R,2925.11(A),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10041,GALLAGHER_ET,2909.05(B)(1)(B),1,3,5000.0,CASH/SURETY/PROPERTY,WHITE,2010
10047,MCDONNELL_NR,2925.11(A),1,1,1000.0,CASH/SURETY/PROPERTY,WHITE,2010
10049,DONNELLY_MP,2913.51(A),1,9,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10051,TERRY_SJ,2923.12(A)(2),1,1,1000.0,PERSONAL,BLACK,2010
10055,FRIEDMAN_SA,2911.13(A),1,0,1000.0,PERSONAL,BLACK,2010
10056,SUSTER_R,2913.51(A),1,1,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10057,CORRIGAN_BJ,2925.11(A),1,0,2500.0,PERSONAL,BLACK,2010
10061,Judge2_NO,2903.11,1,0,,CASH/SURETY/PROPERTY,BLACK,2010
10067,CALABRESE_DR,2923.13(A)(1),1,0,10000.0,CASH/SURETY/PROPERTY,WHITE,2010
10069,RUSSO_MJ,2911.21,1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2010
10074,FRIEDMAN_SA,2919.25(A),1,0,25000.0,CASH/SURETY/PROPERTY,HISPANIC,2010
10078,RUSSO_JD,2913.02(A)(1),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2010
10083,SYNENBERG_J,2911.02(A)(2),1,0,5000.0,PERSONAL,WHITE,2010
10086,FRIEDMAN_SA,2913.02(A)(3),1,13,1500.0,PERSONAL,BLACK,2010
10089,RUSSO_MJ,2923.12(A)(2),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10092,SAFFOLD_SS,2913.31(A)(3),1,1,1500.0,PERSONAL,BLACK,2010
10093,MCDONNELL_NR,2919.21(B),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10097,MCDONNELL_NR,2913.02(A)(1),1,16,1000.0,PERSONAL,BLACK,2010
10102,MCCAFFERTY_BM,2911.211,1,2,5000.0,CASH/SURETY/PROPERTY,WHITE,2010
10112,GALLAGHER_ET,2919.21(B),1,1,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10120,RUSSO_JD,2907.05(A)(1),1,5,75000.0,CASH/SURETY/PROPERTY,BLACK,2010
10121,ROOM_A,2913.51,1,7,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10133,MCDONNELL_NR,2925.11(A),1,1,1500.0,PERSONAL,BLACK,2010
10137,GALLAGHER_ET,2913.51(A),1,0,1000.0,PERSONAL,WHITE,2010
10138,GAUL_D,2925.11(A),1,2,1000.0,PERSONAL,BLACK,2010
10145,MATIA_DT,2925.11(A),1,1,1500.0,CASH/SURETY/PROPERTY,WHITE,2010
10152,RUSSO_JD,2919.25(A),1,1,50000.0,CASH/SURETY/PROPERTY,WHITE,2010
10153,ROOM_A,2913.32,1,3,,PERSONAL,BLACK,2010
10156,ROOM_A,2913.34,1,1,,PERSONAL,BLACK,2010
10157,FUERST_NA,2923.12(A)(2),1,4,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10159,GALLAGHER_HL,2913.03(A),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10163,MCMONAGLE_RJ,2919.25(A),1,3,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10169,SUSTER_R,2925.11(A),1,6,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10172,MCCAFFERTY_BM,2925.11(A),1,0,5000.0,PERSONAL,BLACK,2010
10176,FRIEDMAN_SA,2925.11(A),1,13,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10178,AMBROSE_D,2911.12(A)(4),1,4,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10179,RUSSO_JJ,2925.11(A),1,9,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10182,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,BLACK,2010
10183,ROOM_A,2963.24,1,1,,CASH/SURETY/PROPERTY,WHITE,2010
10189,ROOM_A,2925.11,1,2,,CASH/SURETY/PROPERTY,BLACK,2010
10190,ROOM_A,2919.25,1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10193,SYNENBERG_J,2903.13(A),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2010
10195,SHEEHAN_BJ,2923.12(A)(2),1,2,2000.0,CASH/SURETY/PROPERTY,BLACK,2010
10198,ODONNELL_JP,2923.12(A)(2),1,0,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10199,MCCAFFERTY_BM,2925.11(A),1,3,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10200,CORRIGAN_PJ,2911.13(B),1,0,1000.0,CASH/SURETY/PROPERTY,BLACK,2010
10202,ROOM_A,2925.11,1,0,,CASH/SURETY/PROPERTY,WHITE,2010
10206,ROOM_A,2903.11,1,11,,CASH/SURETY/PROPERTY,BLACK,2010
10210,CORRIGAN_PJ,2913.51(A),1,5,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10212,BURNSIDE_JR,2921.34(A)(1),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10214,FRIEDMAN_SA,2913.02(A)(1),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2010
10221,MCCAFFERTY_BM,2919.25(A),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10223,VILLANUEVA_JA,2913.31(A)(3),1,5,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10228,AMBROSE_D,2911.12(A)(4),1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10229,GALLAGHER_ET,2950.04.E,1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10230,ROOM_A,2925.11,1,1,,CASH/SURETY/PROPERTY,BLACK,2010
10234,BURNSIDE_JR,2919.25(A),1,1,50000.0,CASH/SURETY/PROPERTY,BLACK,2010
10237,SHEEHAN_BJ,2913.03(A),1,2,2500.0,PERSONAL,BLACK,2010
10238,CORRIGAN_PJ,2925.11(A),1,7,5000.0,CASH/SURETY/PROPERTY,WHITE,2010
10239,MATIA_DT,2913.02(A)(1),1,4,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10251,MCDONNELL_NR,2919.21(B),1,3,2500.0,PERSONAL,BLACK,2010
10254,SUTULA_KA,2919.21(B),1,6,2500.0,PERSONAL,BLACK,2010
10258,ROOM_A,2925.11,1,5,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10259,SUTULA_JD,2903.13(B),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2010
10260,MCDONNELL_NR,2903.11(A)(1),1,9,5000.0,CASH/SURETY/PROPERTY,OTHER,2010
10265,CORRIGAN_PJ,2925.11(A),1,5,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10266,ROOM_A,2913.51,1,2,,PERSONAL,BLACK,2010
10267,RUSSO_JD,2925.03(A)(1),1,0,1000.0,PERSONAL,BLACK,2010
10268,CALABRESE_DR,2913.51(A),1,2,1000.0,CASH/SURETY/PROPERTY,BLACK,2010
10269,GAUL_D,2925.11(A),1,4,1500.0,CASH/SURETY/PROPERTY,WHITE,2010
10272,VILLANUEVA_JA,2911.12(A)(3),1,8,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10274,ROOM_A,2923.16,1,0,,CASH/SURETY/PROPERTY,BLACK,2010
10280,SUSTER_R,2925.11(A),1,2,1000.0,CASH/SURETY/PROPERTY,WHITE,2010
10281,SHEEHAN_BJ,2911.02(A)(3),1,7,10000.0,CASH/SURETY/PROPERTY,WHITE,2010
10283,SHEEHAN_BJ,2925.11(A),1,15,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10287,MCCORMICK_T,2919.21(B),1,3,1500.0,CASH/SURETY/PROPERTY,WHITE,2010
10292,MASON_L,2913.02(A)(1),1,2,1500.0,PERSONAL,WHITE,2010
10293,CALABRESE_DR,2923.12(A)(2),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10295,RUSSO_JJ,2925.11(A),1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2010
10297,SUSTER_R,2911.02(A)(3),1,12,10000.0,PERSONAL,BLACK,2010
10300,SHEEHAN_BJ,2925.03(A)(1),1,12,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10301,CORRIGAN_PJ,2925.03(A)(2),1,2,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10309,SAFFOLD_SS,2913.51(A),1,11,1500.0,PERSONAL,BLACK,2010
10316,SAFFOLD_SS,2923.12(A)(2),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10322,TERRY_SJ,2913.49(B)(1),1,6,1500.0,PERSONAL,BLACK,2010
10325,MCMONAGLE_TE,2923.15(A),1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2010
10326,SAFFOLD_SS,2923.12(A)(2),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10328,CORRIGAN_BJ,2921.331(B),1,3,25000.0,CASH/SURETY/PROPERTY,WHITE,2010
10330,FRIEDLAND_CB,2911.13(A),1,9,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10333,RUSSO_MJ,2911.13(B),1,10,1500.0,PERSONAL,BLACK,2010
10342,CORRIGAN_PJ,2925.11(A),1,1,1500.0,CASH/SURETY/PROPERTY,WHITE,2010
10346,CALABRESE_DR,2919.25(A),1,5,25000.0,CASH/SURETY/PROPERTY,BLACK,2010
10349,GALLAGHER_EA,2923.13(A)(3),1,4,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10352,ROOM_A,2925.03,1,7,,CASH/SURETY/PROPERTY,BLACK,2010
10355,CALABRESE_DR,2919.22(A),1,2,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10361,RUSSO_NM,2913.02(A)(1),1,2,1500.0,PERSONAL,WHITE,2010
10369,TERRY_SJ,2913.51(A),1,2,1000.0,CASH/SURETY/PROPERTY,BLACK,2010
10370,ROOM_A,2919.25,1,4,,CASH/SURETY/PROPERTY,BLACK,2010
10372,RUSSO_JJ,2919.25(A),1,0,100000.0,CASH/SURETY/PROPERTY,WHITE,2010
10373,GALLAGHER_EA,2925.03(A)(2),1,0,1500.0,PERSONAL,BLACK,2010
10375,ROOM_A,2963.24,1,1,,CASH/SURETY/PROPERTY,BLACK,2010
10376,ROOM_A,2923.12(A)(2),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10379,FRIEDLAND_CB,2913.51(A),1,0,5000.0,PERSONAL,BLACK,2010
10380,CORRIGAN_BJ,2921.331(B),1,3,25000.0,PERSONAL,WHITE,2010
10381,FRIEDLAND_CB,2921.04(B),1,11,50000.0,CASH/SURETY/PROPERTY,BLACK,2010
10384,SAFFOLD_SS,2925.11(A),1,4,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10393,CORRIGAN_PJ,2925.11(A),1,10,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10396,CALABRESE_DR,2925.11(A),1,6,,CASH/SURETY/PROPERTY,BLACK,2010
10398,GALLAGHER_ET,2919.25(A),1,1,20000.0,CASH/SURETY/PROPERTY,BLACK,2010
10400,MCCORMICK_T,2913.02(A)(1),1,2,2500.0,CASH/SURETY/PROPERTY,WHITE,2010
10401,RUSSO_NM,2913.51(A),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2010
10402,MATIA_DT,2925.31(A),1,18,5000.0,CASH/SURETY/PROPERTY,WHITE,2010
10403,GALLAGHER_EA,2913.02(A)(1),1,8,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10407,RUSSO_MJ,2925.11(A),1,7,1000.0,CASH/SURETY/PROPERTY,BLACK,2010
10416,AMBROSE_D,2925.11(A),1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10417,SYNENBERG_J,2923.16.E(1)(A),1,0,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10419,RUSSO_JD,2913.51(A),1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2010
10420,SUTULA_JD,2919.25,1,10,50000.0,CASH/SURETY/PROPERTY,BLACK,2010
10421,AMBROSE_D,2925.03(A)(2),1,3,15000.0,CASH/SURETY/PROPERTY,BLACK,2010
10426,FRIEDLAND_CB,2913.02(A)(2),1,1,1000.0,PERSONAL,WHITE,2010
10427,FRIEDMAN_SA,2911.12(A)(1),1,3,50000.0,CASH/SURETY/PROPERTY,BLACK,2010
10438,FRIEDLAND_CB,2925.11(A),1,3,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10440,ROOM_A,2925.11,1,0,,CASH/SURETY/PROPERTY,BLACK,2010
10442,DONNELLY_MP,2925.03(A)(2),1,0,1000.0,PERSONAL,BLACK,2010
10443,ROOM_A,2925.11,1,0,,PERSONAL,BLACK,2010
10445,MCCLELLAND_RC,2923.12(A)(2),1,0,2500.0,CASH/SURETY/PROPERTY,HISPANIC,2010
10446,MCMONAGLE_RJ,2903.11(A)(1),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10456,VILLANUEVA_JA,2911.12(A)(3),1,5,7500.0,CASH/SURETY/PROPERTY,BLACK,2010
10458,MCGINTY_TJ,2921.331(B),1,2,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10460,SAFFOLD_SS,2923.13(A)(2),1,4,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10462,ROOM_A,2925.11,1,2,,CASH/SURETY/PROPERTY,BLACK,2010
10465,MCGINTY_TJ,2913.46(B),1,6,2500.0,CASH/SURETY/PROPERTY,OTHER,2010
10466,GAUL_D,2913.51(A),1,1,5000.0,CASH/SURETY/PROPERTY,WHITE,2010
10474,ROOM_A,2925.03,1,13,,PERSONAL,BLACK,2010
10480,MCCLELLAND_RC,2913.02(A)(1),1,14,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10487,BURNSIDE_JR,2919.25(A),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2010
10488,CLANCY_M,2921.34(A)(1),1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10498,SUSTER_R,2919.25(A),1,3,25000.0,PERSONAL,WHITE,2010
10501,GALLAGHER_EA,2911.12(A)(4),1,11,25000.0,CASH/SURETY/PROPERTY,BLACK,2010
10502,RUSSO_JJ,2911.12(A)(2),1,3,10000.0,CASH/SURETY/PROPERTY,WHITE,2010
10504,CALABRESE_DR,2913.02(A)(1),1,0,5000.0,PERSONAL,BLACK,2010
10507,MCGINTY_TJ,2925.11(A),1,1,1000.0,PERSONAL,WHITE,2010
10511,DONNELLY_MP,2925.03(A)(2),1,2,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10512,MCGINTY_TJ,2925.11(A),1,1,1000.0,PERSONAL,WHITE,2010
10518,FRIEDLAND_CB,2913.51(A),1,1,5000.0,CASH/SURETY/PROPERTY,WHITE,2010
10523,SHEEHAN_BJ,2923.12(A)(2),1,8,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10524,CALABRESE_DR,2925.11(A),1,2,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10526,ROOM_A,2925.11,1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10527,Judge2_NO,2919.25,1,5,,CASH/SURETY/PROPERTY,BLACK,2010
10531,FRIEDLAND_CB,2913.42(A),1,3,1000.0,PERSONAL,OTHER,2010
10532,FRIEDLAND_CB,2913.42(A),1,3,1000.0,PERSONAL,OTHER,2010
10533,AMBROSE_D,2921.331(B),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10535,SHEEHAN_BJ,2919.25(A),1,2,1500.0,PERSONAL,BLACK,2010
10544,FRIEDLAND_CB,2913.02(A)(1),1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2010
10548,GALLAGHER_ET,2913.02(A)(1),1,6,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10549,MCDONNELL_NR,2913.02(A)(1),1,13,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10550,SUTULA_JD,2925.11(A),1,1,1000.0,PERSONAL,BLACK,2010
10554,VILLANUEVA_JA,2913.51(A),1,0,1000.0,PERSONAL,BLACK,2010
10555,RUSSO_JD,2919.25(A),1,3,25000.0,CASH/SURETY/PROPERTY,BLACK,2010
10557,ROOM_A,2911.12,1,1,,CASH/SURETY/PROPERTY,WHITE,2010
10559,CORRIGAN_BJ,2913.02(A)(2),1,1,1500.0,CASH/SURETY/PROPERTY,WHITE,2010
10566,FRIEDLAND_CB,2925.03(A)(2),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2010
10567,RUSSO_JJ,2913.02(A)(1),1,8,2500.0,CASH/SURETY/PROPERTY,WHITE,2010
10570,SUTULA_KA,2925.11(A),1,10,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10572,RUSSO_JJ,4729.51(C)(3),1,9,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10573,ROOM_A,2963.24,1,7,,CASH/SURETY/PROPERTY,BLACK,2010
10574,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,BLACK,2010
10575,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,WHITE,2010
10576,AMBROSE_D,2919.25(A),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10577,ROOM_A,2923.12,1,0,,CASH/SURETY/PROPERTY,BLACK,2010
10580,Judge2_NO,2925.11,1,4,,CASH/SURETY/PROPERTY,BLACK,2010
10587,ROOM_A,2909.02,1,5,250000.0,CASH/SURETY/PROPERTY,WHITE,2010
10590,CORRIGAN_BJ,2925.11(A),1,4,2500.0,PERSONAL,BLACK,2010
10602,DONNELLY_MP,2921.32(A)(1),1,1,1000.0,PERSONAL,WHITE,2010
10603,DONNELLY_MP,2911.12(A)(4),1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10604,Judge2_NO,2903.11,1,0,,CASH/SURETY/PROPERTY,WHITE,2010
10607,Judge2_NO,2903.11,1,3,,CASH/SURETY/PROPERTY,BLACK,2010
10612,DONNELLY_MP,2925.03(A)(2),1,0,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10613,RUSSO_JD,2913.02(A)(1),1,6,5000.0,CASH/SURETY/PROPERTY,WHITE,2010
10614,MCMONAGLE_RJ,2919.25(A),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10616,MASON_L,2925.11(A),1,1,2000.0,CASH/SURETY/PROPERTY,WHITE,2010
10620,SUTULA_KA,2913.02(A)(3),1,1,1000.0,PERSONAL,WHITE,2010
10622,ROOM_A,2911.01,1,1,,CASH/SURETY/PROPERTY,WHITE,2010
10623,ODONNELL_JP,2909.04(A)(1),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10624,MCDONNELL_NR,2913.02(A)(1),1,2,10000.0,CASH/SURETY/PROPERTY,WHITE,2010
10625,SAFFOLD_SS,2927.21(A),1,4,15000.0,CASH/SURETY/PROPERTY,WHITE,2010
10626,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,HISPANIC,2010
10627,SUTULA_KA,2921.331(B),1,5,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10628,RUSSO_JD,2925.11(A),1,4,1000.0,CASH/SURETY/PROPERTY,BLACK,2010
10638,RUSSO_JD,2950.06.F,1,6,2500.0,PERSONAL,BLACK,2010
10640,AMBROSE_D,2950.04.E,1,3,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10641,SYNENBERG_J,2950.05.E(1),1,12,10000.0,CASH/SURETY/PROPERTY,WHITE,2010
10642,RUSSO_JJ,2950.05.E(1),1,15,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10643,CORRIGAN_PJ,2950.04.E,1,1,25000.0,CASH/SURETY/PROPERTY,BLACK,2010
10644,MCDONNELL_NR,2950.05.E(1),1,2,10000.0,CASH/SURETY/PROPERTY,WHITE,2010
10645,MASON_L,2950.05.E(1),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10648,MASON_L,2925.11(A),1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10650,FRIEDMAN_SA,2925.03(A)(2),1,3,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10651,SUTULA_KA,2921.34(A)(1),1,5,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10655,SHEEHAN_BJ,2919.25(A),1,5,2500.0,PERSONAL,BLACK,2010
10658,AMBROSE_D,2925.11(A),1,2,2500.0,PERSONAL,BLACK,2010
10661,ROOM_A,2909.04,1,0,1500.0,PERSONAL,WHITE,2010
10662,BURNSIDE_JR,2913.51(A),1,5,2500.0,CASH/SURETY/PROPERTY,WHITE,2010
10663,MATIA_DT,2913.02(A)(1),1,1,5000.0,CASH/SURETY/PROPERTY,OTHER,2010
10667,GALLAGHER_HL,2919.25(A),1,0,10000.0,CASH/SURETY/PROPERTY,WHITE,2010
10668,CORRIGAN_BJ,2913.02(A)(1),1,7,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10675,TERRY_SJ,2919.21(B),1,0,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10676,RUSSO_NM,2919.21(A)(2),1,5,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10681,GALLAGHER_HL,2925.02(A)(4)(A),1,1,10000.0,CASH/SURETY/PROPERTY,WHITE,2010
10686,RUSSO_MJ,2913.51(A),1,6,2500.0,PERSONAL,WHITE,2010
10691,ROOM_A,2913.51,1,0,,CASH/SURETY/PROPERTY,,2010
10697,SUTULA_JD,2925.11(A),1,1,1000.0,PERSONAL,BLACK,2010
10707,TERRY_SJ,2925.11(A),1,0,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10708,MASON_L,2913.02(A)(1),1,2,1500.0,PERSONAL,WHITE,2010
10709,MCDONNELL_NR,2913.02(A)(1),1,9,5000.0,PERSONAL,BLACK,2010
10711,GALLAGHER_ET,2913.02(A)(1),1,0,1000.0,CASH/SURETY/PROPERTY,BLACK,2010
10714,BURNSIDE_JR,2911.12(A)(4),1,0,5000.0,PERSONAL,BLACK,2010
10717,RUSSO_MJ,2903.11(A)(1),1,0,15000.0,CASH/SURETY/PROPERTY,WHITE,2010
10719,SHEEHAN_BJ,2911.02(A)(3),1,2,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10721,ROOM_A,2923.12,1,15,,CASH/SURETY/PROPERTY,BLACK,2010
10722,RUSSO_MJ,2913.02(A)(1),1,10,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10728,RUSSO_NM,2913.02(A)(1),1,0,1000.0,PERSONAL,BLACK,2010
10731,GALLAGHER_ET,2921.34(A)(1),1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10740,SUTULA_KA,2913.02,1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10741,RUSSO_NM,2913.02(A)(3),1,1,1500.0,PERSONAL,WHITE,2010
10742,MATIA_DT,2913.51(A),1,1,1500.0,PERSONAL,WHITE,2010
10746,FUERST_NA,2919.25(A),1,1,100000.0,CASH/SURETY/PROPERTY,WHITE,2010
10747,MCCAFFERTY_BM,2925.11(A),1,0,1000.0,PERSONAL,WHITE,2010
10751,BURNSIDE_JR,2919.25(A),1,0,25000.0,CASH/SURETY/PROPERTY,WHITE,2010
10752,SAFFOLD_SS,2925.11(A),1,1,2500.0,PERSONAL,WHITE,2010
10756,VILLANUEVA_JA,2913.02(A)(1),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2010
10758,MCDONNELL_NR,2925.11(A),1,1,1000.0,PERSONAL,BLACK,2010
10759,SUTULA_JD,2913.51(A),1,9,25000.0,CASH/SURETY/PROPERTY,WHITE,2010
10762,RUSSO_MJ,2903.12(A)(1),1,1,25000.0,CASH/SURETY/PROPERTY,WHITE,2010
10766,MCCAFFERTY_BM,2919.27(A)(1),1,2,100000.0,CASH/SURETY/PROPERTY,WHITE,2010
10768,RUSSO_MJ,2911.12(A)(3),1,10,50000.0,CASH/SURETY/PROPERTY,BLACK,2010
10772,GAUL_D,2925.11(A),1,0,1000.0,PERSONAL,BLACK,2010
10773,RUSSO_NM,2919.25(A),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10776,ROOM_A,2919.25,1,4,2000.0,CASH/SURETY/PROPERTY,BLACK,2010
10781,MCMONAGLE_TE,2925.11(A),1,6,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10784,ROOM_A,2911.12,1,4,25000.0,CASH/SURETY/PROPERTY,BLACK,2010
10785,GAUL_D,2913.02(A)(1),1,0,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10787,DONNELLY_MP,2913.02(A)(3),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2010
10790,ROOM_A,2925.11,1,1,,CASH/SURETY/PROPERTY,WHITE,2010
10793,CORRIGAN_BJ,2921.34(A)(1),1,3,10000.0,CASH/SURETY/PROPERTY,OTHER,2010
10796,GALLAGHER_ET,2950.05.E(1),1,3,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10800,MATIA_DT,2950.05.E(1),1,6,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10801,MCCORMICK_T,2950.05.E(1),1,1,1000.0,PERSONAL,WHITE,2010
10804,GALLAGHER_EA,2925.11(A),1,1,1500.0,CASH/SURETY/PROPERTY,WHITE,2010
10810,GALLAGHER_HL,2925.11(A),1,3,1000.0,PERSONAL,WHITE,2010
10811,CORRIGAN_PJ,2923.12(A)(2),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10813,GALLAGHER_HL,2911.02(A)(3),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2010
10817,SUTULA_JD,2925.11(A),1,1,10000.0,PERSONAL,BLACK,2010
10821,SUSTER_R,2913.04.E(3)(A),1,0,1000.0,PERSONAL,WHITE,2010
10823,CLANCY_M,2913.51(A),1,0,1000.0,PERSONAL,BLACK,2010
10824,RUSSO_NM,2913.02(A)(1),1,2,1000.0,PERSONAL,WHITE,2010
10827,VILLANUEVA_JA,2903.13,1,0,7500.0,CASH/SURETY/PROPERTY,WHITE,2010
10831,MCCORMICK_T,2925.11(A),1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10833,AMBROSE_D,2925.11(A),1,2,1000.0,CASH/SURETY/PROPERTY,BLACK,2010
10837,TERRY_SJ,2925.11(A),1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10840,SAFFOLD_SS,2919.25(A),1,1,5000.0,PERSONAL,WHITE,2010
10842,BURNSIDE_JR,2913.02(A)(1),1,0,1000.0,PERSONAL,WHITE,2010
10845,FRIEDMAN_SA,2911.01(A)(1),1,0,50000.0,CASH/SURETY/PROPERTY,BLACK,2010
10855,SUTULA_JD,2925.11(A),1,9,1500.0,CASH/SURETY/PROPERTY,BLACK,2010
10857,FRIEDLAND_CB,2923.24(A),1,0,1000.0,PERSONAL,BLACK,2010
10858,Judge2_NO,2911.02,1,0,,CASH/SURETY/PROPERTY,BLACK,2010
10860,CORRIGAN_PJ,2950.05.E(1),1,3,10000.0,CASH/SURETY/PROPERTY,WHITE,2010
10861,MATIA_DT,2950.05.E(1),1,6,10000.0,CASH/SURETY/PROPERTY,BLACK,2010
10863,BURNSIDE_JR,2913.02(A)(1),1,6,5000.0,CASH/SURETY/PROPERTY,BLACK,2010
10865,FRIEDLAND_CB,2925.03(A)(2),1,7,100000.0,CASH/SURETY/PROPERTY,OTHER,2010
10866,MATIA_DT,2925.11(A),1,2,2500.0,PERSONAL,WHITE,2010
10867,CALABRESE_DR,2925.03(A)(2),1,3,1500.0,PERSONAL,BLACK,2010
